LoanID,DisbursedAmount,TermMonths,InterestRate,AnnualTurnover,DSCR,BureauScore,Sector,CollateralValue,PastDelinquencies,YearsInBusiness,LoanPurpose,State,ProprietorGender,MonthsOnBook,Defaulted
MSME100526,1033000.0,48,12.52,2730000.0,0.79,812,Retail Trade,1583000.0,0,2.1,Open a second retail outlet in the district,Karnataka,Female,34,0
MSME100527,813000.0,84,16.42,2185000.0,1.57,606,Manufacturing,1263000.0,1,4.8,Working capital for raw material procurement,Tamil Nadu,Male,55,0
MSME100528,354000.0,36,11.7,1491000.0,1.0,753,Manufacturing,463000.0,0,2.1,Open a second retail outlet in the district,Gujarat,Male,49,0
MSME100529,182000.0,60,20.83,363000.0,2.03,685,Construction,80000.0,0,10.5,Emergency funds after delayed receivables from buyers,Gujarat,Female,3,0
MSME100530,477000.0,48,13.58,880000.0,0.86,610,Manufacturing,162000.0,1,7.8,Upgrade delivery fleet and cold-storage units,Kerala,Male,4,1
MSME100531,378000.0,48,14.37,2019000.0,1.61,775,Retail Trade,439000.0,0,2.3,Refinance existing high-interest debt and consolidate dues,Punjab,Female,24,0
MSME100532,185000.0,36,14.66,341000.0,1.05,862,Manufacturing,266000.0,1,12.0,Bridge a seasonal cash crunch ahead of festival demand,Karnataka,Male,58,0
MSME100533,480000.0,12,11.59,2772000.0,0.48,648,Retail Trade,513000.0,0,1.0,Purchase of new machinery to expand production capacity,Punjab,Male,30,0
MSME100534,605000.0,12,12.03,2324000.0,0.51,510,IT Services,211000.0,1,5.2,Working capital for raw material procurement,West Bengal,Female,11,1
MSME100535,111000.0,12,12.58,297000.0,0.97,683,Retail Trade,154000.0,0,1.1,Working capital for raw material procurement,Tamil Nadu,Female,32,1
MSME100536,367000.0,24,15.65,1551000.0,1.63,719,Construction,615000.0,1,2.1,Purchase of new machinery to expand production capacity,Kerala,Male,15,0
MSME100537,560000.0,24,14.67,896000.0,1.89,695,IT Services,301000.0,1,1.8,Open a second retail outlet in the district,Kerala,Male,21,0
MSME100538,186000.0,36,13.37,546000.0,2.61,611,Textiles,331000.0,1,4.1,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,19,0
MSME100539,548000.0,84,9.32,2017000.0,1.68,587,Food Processing,415000.0,1,2.8,Purchase of new machinery to expand production capacity,Punjab,Female,36,1
MSME100540,387000.0,12,15.53,831000.0,0.84,733,Food Processing,548000.0,0,9.5,Purchase of new machinery to expand production capacity,West Bengal,Male,37,0
MSME100541,2941000.0,60,13.39,7779000.0,0.71,744,Construction,3662000.0,1,3.4,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,33,0
MSME100542,751000.0,24,15.93,4097000.0,1.78,627,Retail Trade,783000.0,0,7.9,Purchase of new machinery to expand production capacity,Maharashtra,Female,38,0
MSME100543,884000.0,36,19.25,2477000.0,2.97,800,Construction,1291000.0,2,3.0,Refinance existing high-interest debt and consolidate dues,Kerala,Male,40,0
MSME100544,333000.0,24,12.37,1446000.0,1.57,662,Construction,212000.0,0,2.8,Open a second retail outlet in the district,Gujarat,Female,24,0
MSME100545,275000.0,84,11.66,1248000.0,0.81,765,Logistics,236000.0,0,3.6,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Male,28,1
MSME100546,573000.0,24,11.5,2681000.0,1.09,605,Manufacturing,857000.0,0,14.9,Open a second retail outlet in the district,Karnataka,Male,57,0
MSME100547,751000.0,36,15.88,1792000.0,1.59,781,Food Processing,684000.0,0,6.3,Refinance existing high-interest debt and consolidate dues,Gujarat,Male,39,0
MSME100548,377000.0,36,19.1,654000.0,0.68,793,Food Processing,275000.0,1,1.7,Purchase of new machinery to expand production capacity,Kerala,Male,40,1
MSME100549,528000.0,48,13.56,2275000.0,1.59,621,Manufacturing,832000.0,0,14.5,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Female,34,0
MSME100550,824000.0,48,14.57,4580000.0,1.16,602,Retail Trade,477000.0,2,1.8,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Male,53,1
MSME100551,528000.0,60,17.05,2598000.0,0.3,721,Retail Trade,663000.0,1,3.0,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,47,1
MSME100552,301000.0,36,11.02,1612000.0,2.14,644,Food Processing,364000.0,0,7.8,Refinance existing high-interest debt and consolidate dues,Kerala,Male,3,0
MSME100553,737000.0,60,17.17,3510000.0,0.8,678,Retail Trade,1242000.0,1,4.0,Purchase of new machinery to expand production capacity,Karnataka,Male,2,1
MSME100554,3114000.0,48,10.76,16303000.0,2.32,778,Logistics,4421000.0,0,7.0,Bridge a seasonal cash crunch ahead of festival demand,West Bengal,Female,6,0
MSME100555,3351000.0,12,14.68,9362000.0,1.36,790,Logistics,1307000.0,0,11.4,Emergency funds after delayed receivables from buyers,Maharashtra,Male,38,1
MSME100556,630000.0,60,12.77,3752000.0,0.76,686,Manufacturing,990000.0,3,6.5,Working capital for raw material procurement,West Bengal,Male,6,1
MSME100557,1013000.0,60,11.04,5611000.0,1.33,607,Manufacturing,1742000.0,0,0.8,Purchase of new machinery to expand production capacity,Tamil Nadu,Male,18,0
MSME100558,255000.0,12,13.32,519000.0,0.59,554,Construction,208000.0,2,2.1,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Female,30,1
MSME100559,454000.0,24,12.31,1096000.0,2.83,725,Construction,777000.0,0,3.6,Expand textile weaving unit with additional looms,Kerala,Male,54,0
MSME100560,832000.0,48,10.01,3190000.0,1.61,755,Food Processing,287000.0,1,3.5,Open a second retail outlet in the district,Tamil Nadu,Female,38,0
MSME100561,534000.0,60,15.89,2614000.0,2.75,727,Retail Trade,604000.0,0,1.6,Working capital for raw material procurement,Karnataka,Male,50,0
MSME100562,416000.0,24,9.77,2388000.0,1.46,728,Manufacturing,531000.0,2,12.3,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Female,35,0
MSME100563,1271000.0,48,11.6,5820000.0,0.55,590,Manufacturing,467000.0,0,12.0,Emergency funds after delayed receivables from buyers,Kerala,Male,19,1
MSME100564,398000.0,60,13.36,633000.0,1.28,661,Retail Trade,217000.0,1,3.9,Open a second retail outlet in the district,Kerala,Female,33,0
MSME100565,420000.0,48,11.25,1477000.0,0.98,738,Logistics,598000.0,0,9.0,Emergency funds after delayed receivables from buyers,Uttar Pradesh,Male,7,0
MSME100566,1023000.0,24,12.56,4690000.0,1.83,705,Textiles,261000.0,1,5.9,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,3,0
MSME100567,199000.0,48,14.56,428000.0,0.9,685,Retail Trade,159000.0,1,1.2,Open a second retail outlet in the district,Maharashtra,Male,38,0
MSME100568,222000.0,48,12.18,426000.0,3.15,780,Construction,349000.0,0,8.1,Refinance existing high-interest debt and consolidate dues,Kerala,Male,20,0
MSME100569,1203000.0,24,13.96,3768000.0,0.3,816,IT Services,1162000.0,0,2.9,Working capital for raw material procurement,West Bengal,Female,37,0
MSME100570,746000.0,12,18.34,4119000.0,0.82,619,Construction,777000.0,0,8.1,Working capital for raw material procurement,Tamil Nadu,Male,52,1
MSME100571,1252000.0,60,16.72,4090000.0,1.12,713,Food Processing,2131000.0,0,3.9,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Female,42,0
MSME100572,1130000.0,36,11.16,6225000.0,0.92,648,Logistics,1980000.0,0,4.9,Open a second retail outlet in the district,Uttar Pradesh,Male,46,0
MSME100573,387000.0,48,12.85,2035000.0,1.8,648,Manufacturing,185000.0,0,6.2,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,14,0
MSME100574,258000.0,12,11.69,456000.0,2.9,849,Textiles,408000.0,0,4.1,Emergency funds after delayed receivables from buyers,West Bengal,Male,27,0
MSME100575,718000.0,84,16.6,2516000.0,0.5,742,Agriculture,488000.0,0,2.2,Open a second retail outlet in the district,Maharashtra,Male,30,0
MSME100576,656000.0,60,12.92,1618000.0,0.72,710,Retail Trade,383000.0,0,5.3,Working capital for raw material procurement,Gujarat,Male,30,0
MSME100577,670000.0,36,16.75,2363000.0,1.01,739,IT Services,807000.0,0,6.8,Expand textile weaving unit with additional looms,Gujarat,Male,6,0
MSME100578,342000.0,48,18.04,1349000.0,2.69,587,Retail Trade,95000.0,0,2.3,Working capital for raw material procurement,Gujarat,Male,44,0
MSME100579,1021000.0,48,10.45,1998000.0,1.21,799,Manufacturing,638000.0,0,0.9,Working capital for raw material procurement,Karnataka,Male,9,1
MSME100580,396000.0,84,8.53,740000.0,0.55,744,Construction,371000.0,1,10.9,Open a second retail outlet in the district,Karnataka,Male,27,1
MSME100581,216000.0,36,10.68,930000.0,1.79,604,Retail Trade,266000.0,0,2.3,Open a second retail outlet in the district,Gujarat,Male,25,0
MSME100582,791000.0,60,16.71,2192000.0,1.84,682,Food Processing,708000.0,0,2.0,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Female,21,0
MSME100583,537000.0,24,14.45,1413000.0,1.43,636,Textiles,504000.0,1,1.2,Upgrade delivery fleet and cold-storage units,Gujarat,Male,11,1
MSME100584,394000.0,12,15.39,757000.0,0.93,645,Manufacturing,351000.0,1,7.2,Purchase of new machinery to expand production capacity,Gujarat,Male,58,0
MSME100585,877000.0,36,13.71,3946000.0,3.5,736,Manufacturing,1305000.0,1,4.6,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,34,0
MSME100586,997000.0,24,16.16,4075000.0,1.37,651,Agriculture,402000.0,1,6.6,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,52,1
MSME100587,186000.0,48,12.72,486000.0,1.75,647,Logistics,290000.0,0,2.4,Open a second retail outlet in the district,West Bengal,Male,52,0
MSME100588,677000.0,24,14.16,2098000.0,1.09,668,Textiles,730000.0,1,1.9,Emergency funds after delayed receivables from buyers,Tamil Nadu,Female,13,1
MSME100589,728000.0,48,15.34,2561000.0,1.43,629,IT Services,709000.0,0,15.7,Bridge a seasonal cash crunch ahead of festival demand,Punjab,Male,25,0
MSME100590,182000.0,84,18.04,958000.0,1.59,606,Retail Trade,112000.0,2,2.7,Purchase of new machinery to expand production capacity,Maharashtra,Male,37,0
MSME100591,1476000.0,24,11.32,5699000.0,1.75,617,Retail Trade,1844000.0,1,12.5,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,41,0
MSME100592,958000.0,48,16.22,2932000.0,1.35,659,Manufacturing,1535000.0,0,5.4,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Male,56,0
MSME100593,236000.0,84,18.15,1013000.0,0.87,606,Retail Trade,58000.0,1,6.5,Bridge a seasonal cash crunch ahead of festival demand,Gujarat,Male,18,1
MSME100594,1245000.0,84,15.5,7307000.0,2.19,697,Construction,2077000.0,1,2.8,Expand textile weaving unit with additional looms,Kerala,Female,34,0
MSME100595,529000.0,24,12.34,2792000.0,1.33,678,Manufacturing,124000.0,0,7.3,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,43,1
MSME100596,1380000.0,12,15.49,3384000.0,0.91,815,Construction,426000.0,2,3.1,Working capital for raw material procurement,West Bengal,Male,48,1
MSME100597,757000.0,36,16.27,2520000.0,1.05,778,Retail Trade,1318000.0,1,5.0,Upgrade delivery fleet and cold-storage units,Gujarat,Female,49,0
MSME100598,579000.0,24,15.47,1602000.0,3.37,617,Manufacturing,562000.0,2,4.4,Purchase of new machinery to expand production capacity,Karnataka,Female,44,0
MSME100599,1666000.0,12,13.77,2802000.0,2.02,732,IT Services,2752000.0,0,7.0,Open a second retail outlet in the district,Kerala,Female,5,0
MSME100600,2224000.0,60,13.37,9060000.0,1.43,696,Construction,1340000.0,0,4.8,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Male,48,0
MSME100601,516000.0,48,13.21,2434000.0,2.59,620,Construction,559000.0,1,9.3,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,21,0
MSME100602,723000.0,12,11.5,2373000.0,1.34,659,Manufacturing,1259000.0,0,11.8,Working capital for raw material procurement,Kerala,Female,50,0
MSME100603,258000.0,12,17.95,548000.0,2.09,766,Logistics,363000.0,1,13.2,Upgrade delivery fleet and cold-storage units,Punjab,Male,38,0
MSME100604,339000.0,48,10.37,1692000.0,1.0,760,Food Processing,343000.0,2,10.0,Refinance existing high-interest debt and consolidate dues,Tamil Nadu,Female,13,0
MSME100605,464000.0,36,8.0,2689000.0,2.89,601,Textiles,757000.0,0,2.4,Upgrade delivery fleet and cold-storage units,Tamil Nadu,Male,12,0
MSME100606,2877000.0,36,16.28,5121000.0,1.1,731,Logistics,3041000.0,1,7.6,Purchase of new machinery to expand production capacity,Punjab,Female,35,0
MSME100607,1190000.0,48,14.56,5935000.0,0.3,542,Textiles,1142000.0,0,2.9,Expand textile weaving unit with additional looms,Karnataka,Male,45,1
MSME100608,1083000.0,36,15.42,3749000.0,2.09,678,Construction,1396000.0,0,8.7,Refinance existing high-interest debt and consolidate dues,Maharashtra,Female,16,0
MSME100609,538000.0,12,14.71,1052000.0,1.4,686,Construction,350000.0,0,2.7,Working capital for raw material procurement,Tamil Nadu,Male,35,0
MSME100610,313000.0,84,11.55,544000.0,2.97,688,Retail Trade,552000.0,2,3.3,Emergency funds after delayed receivables from buyers,Karnataka,Male,40,0
MSME100611,710000.0,36,13.53,3097000.0,1.44,641,Retail Trade,1212000.0,0,4.6,Emergency funds after delayed receivables from buyers,Tamil Nadu,Male,26,1
MSME100612,243000.0,48,16.2,1442000.0,1.1,602,Textiles,276000.0,0,3.2,Open a second retail outlet in the district,Karnataka,Female,36,1
MSME100613,303000.0,24,14.04,1640000.0,1.55,595,Construction,293000.0,1,6.1,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Male,42,1
MSME100614,214000.0,12,13.59,697000.0,2.28,625,Retail Trade,290000.0,1,8.3,Purchase of new machinery to expand production capacity,Tamil Nadu,Female,10,0
MSME100615,901000.0,36,14.64,2667000.0,0.71,786,IT Services,477000.0,1,4.0,Expand textile weaving unit with additional looms,Tamil Nadu,Male,42,0
MSME100616,154000.0,36,12.78,560000.0,2.17,695,Textiles,86000.0,0,2.6,Purchase of new machinery to expand production capacity,West Bengal,Female,4,0
MSME100617,833000.0,48,16.82,1273000.0,1.29,741,Retail Trade,277000.0,1,3.3,Emergency funds after delayed receivables from buyers,Punjab,Male,46,0
MSME100618,99000.0,36,13.72,295000.0,2.79,540,Food Processing,173000.0,1,1.3,Upgrade delivery fleet and cold-storage units,West Bengal,Female,41,1
MSME100619,1640000.0,36,15.25,9467000.0,1.03,643,IT Services,701000.0,0,9.5,Upgrade delivery fleet and cold-storage units,Uttar Pradesh,Male,22,0
MSME100620,167000.0,12,11.51,740000.0,0.73,672,Textiles,213000.0,2,7.0,Open a second retail outlet in the district,Karnataka,Female,22,1
MSME100621,1683000.0,12,11.16,2946000.0,1.37,590,Logistics,1843000.0,0,8.3,Purchase of new machinery to expand production capacity,Kerala,Female,57,1
MSME100622,1509000.0,36,11.34,6018000.0,1.31,746,Manufacturing,1066000.0,1,11.1,Expand textile weaving unit with additional looms,Uttar Pradesh,Male,42,0
MSME100623,486000.0,24,8.0,2634000.0,0.75,577,IT Services,782000.0,2,1.4,Open a second retail outlet in the district,Punjab,Male,25,1
MSME100624,273000.0,24,13.72,690000.0,3.41,656,Textiles,67000.0,0,5.9,Open a second retail outlet in the district,Kerala,Male,33,0
MSME100625,349000.0,12,15.16,609000.0,2.03,826,Construction,398000.0,3,0.5,Upgrade delivery fleet and cold-storage units,Gujarat,Male,21,0
MSME100626,458000.0,12,16.91,1482000.0,1.17,692,Logistics,578000.0,0,8.9,Open a second retail outlet in the district,Tamil Nadu,Female,52,0
MSME100627,626000.0,36,9.43,2403000.0,1.26,607,Retail Trade,335000.0,0,0.8,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,33,0
MSME100628,562000.0,48,11.02,2195000.0,0.92,659,Food Processing,654000.0,1,5.6,Expand textile weaving unit with additional looms,Punjab,Female,7,0
MSME100629,383000.0,60,13.26,1424000.0,1.77,714,Manufacturing,508000.0,0,7.7,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Male,12,0
MSME100630,228000.0,36,9.25,1332000.0,0.58,743,Manufacturing,155000.0,1,13.8,Bridge a seasonal cash crunch ahead of festival demand,Kerala,Male,5,1
MSME100631,550000.0,36,15.07,2670000.0,1.55,659,Retail Trade,245000.0,0,9.1,Emergency funds after delayed receivables from buyers,Punjab,Male,10,1
MSME100632,467000.0,24,11.4,1108000.0,1.05,684,IT Services,382000.0,0,6.8,Working capital for raw material procurement,Kerala,Female,48,0
MSME100633,435000.0,60,9.78,2160000.0,0.99,687,Food Processing,649000.0,1,4.6,Bridge a seasonal cash crunch ahead of festival demand,Tamil Nadu,Female,15,1
MSME100634,526000.0,48,14.81,2839000.0,1.72,612,Retail Trade,944000.0,0,11.4,Purchase of new machinery to expand production capacity,West Bengal,Female,51,0
MSME100635,282000.0,84,12.95,1191000.0,1.84,604,Textiles,157000.0,1,3.7,Working capital for raw material procurement,West Bengal,Male,33,0
MSME100636,446000.0,48,13.63,2303000.0,0.84,635,Textiles,329000.0,0,3.9,Refinance existing high-interest debt and consolidate dues,Uttar Pradesh,Female,54,1
MSME100637,257000.0,24,22.17,1336000.0,0.8,820,Textiles,426000.0,4,0.5,Expand textile weaving unit with additional looms,Punjab,Female,33,1
MSME100638,683000.0,36,16.82,3981000.0,1.54,672,Food Processing,1155000.0,3,4.1,Open a second retail outlet in the district,Gujarat,Male,57,0
MSME100639,548000.0,24,13.07,1023000.0,1.05,764,IT Services,156000.0,1,2.0,Emergency funds after delayed receivables from buyers,Maharashtra,Male,57,0
MSME100640,300000.0,36,8.0,1399000.0,1.35,671,Construction,479000.0,0,6.6,Expand textile weaving unit with additional looms,Tamil Nadu,Male,3,1
MSME100641,575000.0,12,18.09,2716000.0,2.05,708,Construction,962000.0,1,2.8,Bridge a seasonal cash crunch ahead of festival demand,Uttar Pradesh,Female,57,0
MSME100642,2076000.0,24,13.91,6483000.0,0.84,738,Construction,1059000.0,0,5.5,Purchase of new machinery to expand production capacity,West Bengal,Female,42,1
MSME100643,566000.0,36,15.08,1619000.0,1.16,764,IT Services,837000.0,1,3.8,Emergency funds after delayed receivables from buyers,Punjab,Male,50,0
MSME100644,400000.0,60,16.35,2039000.0,0.43,685,IT Services,236000.0,1,3.8,Purchase of new machinery to expand production capacity,Uttar Pradesh,Male,23,1
MSME100645,314000.0,48,21.68,920000.0,0.95,701,Retail Trade,219000.0,2,4.0,Refinance existing high-interest debt and consolidate dues,Kerala,Male,51,0
MSME100646,377000.0,36,11.4,968000.0,0.77,704,Construction,173000.0,0,3.3,Upgrade delivery fleet and cold-storage units,Kerala,Male,13,0
MSME100647,862000.0,24,14.77,4399000.0,1.32,808,Food Processing,1210000.0,1,16.8,Refinance existing high-interest debt and consolidate dues,West Bengal,Female,36,0
MSME100648,779000.0,60,14.95,4288000.0,2.88,767,Manufacturing,1324000.0,0,8.0,Purchase of new machinery to expand production capacity,West Bengal,Male,26,0
MSME100649,629000.0,12,14.93,1262000.0,1.63,783,Agriculture,558000.0,0,2.8,Emergency funds after delayed receivables from buyers,Gujarat,Female,1,0
MSME100650,195000.0,36,14.05,788000.0,1.17,667,IT Services,307000.0,1,3.8,Refinance existing high-interest debt and consolidate dues,Karnataka,Male,30,0
MSME100651,386000.0,24,12.47,1483000.0,1.44,676,Construction,141000.0,2,3.2,Working capital for raw material procurement,Kerala,Male,57,1
